city,year,weekofyear,total_cases
sj,2010,16,47
sj,2010,17,48
sj,2010,18,51
sj,2010,19,49
sj,2010,20,72
sj,2010,21,58
sj,2010,22,129
sj,2010,23,133
sj,2010,24,91
sj,2010,25,59
sj,2010,26,76
sj,2010,27,113
sj,2010,28,95
sj,2010,29,70
sj,2010,30,104
sj,2010,31,107
sj,2010,32,202
sj,2010,33,150
sj,2010,34,157
sj,2010,35,187
sj,2010,36,123
sj,2010,37,132
sj,2010,38,60
sj,2010,39,100
sj,2010,40,104
sj,2010,41,134
sj,2010,42,90
sj,2010,43,101
sj,2010,44,76
sj,2010,45,75
sj,2010,46,76
sj,2010,47,72
sj,2010,48,67
sj,2010,49,42
sj,2010,50,68
sj,2010,51,51
sj,2011,52,67
sj,2011,1,56
sj,2011,2,57
sj,2011,3,64
sj,2011,4,61
sj,2011,5,66
sj,2011,6,51
sj,2011,7,56
sj,2011,8,48
sj,2011,9,47
sj,2011,10,45
sj,2011,11,44
sj,2011,12,45
sj,2011,13,45
sj,2011,14,49
sj,2011,15,67
sj,2011,16,48
sj,2011,17,47
sj,2011,18,44
sj,2011,19,43
sj,2011,20,46
sj,2011,21,59
sj,2011,22,73
sj,2011,23,47
sj,2011,24,96
sj,2011,25,88
sj,2011,26,122
sj,2011,27,73
sj,2011,28,78
sj,2011,29,58
sj,2011,30,159
sj,2011,31,84
sj,2011,32,116
sj,2011,33,129
sj,2011,34,142
sj,2011,35,86
sj,2011,36,99
sj,2011,37,95
sj,2011,38,70
sj,2011,39,103
sj,2011,40,82
sj,2011,41,72
sj,2011,42,80
sj,2011,43,73
sj,2011,44,85
sj,2011,45,46
sj,2011,46,63
sj,2011,47,71
sj,2011,48,65
sj,2011,49,60
sj,2011,50,88
sj,2011,51,46
sj,2012,52,51
sj,2012,1,70
sj,2012,2,63
sj,2012,3,63
sj,2012,4,50
sj,2012,5,52
sj,2012,6,54
sj,2012,7,55
sj,2012,8,52
sj,2012,9,54
sj,2012,10,44
sj,2012,11,45
sj,2012,12,43
sj,2012,13,42
sj,2012,14,39
sj,2012,15,43
sj,2012,16,28
sj,2012,17,44
sj,2012,18,73
sj,2012,19,30
sj,2012,20,68
sj,2012,21,59
sj,2012,22,79
sj,2012,23,71
sj,2012,24,70
sj,2012,25,104
sj,2012,26,79
sj,2012,27,76
sj,2012,28,46
sj,2012,29,66
sj,2012,30,105
sj,2012,31,92
sj,2012,32,120
sj,2012,33,114
sj,2012,34,116
sj,2012,35,71
sj,2012,36,116
sj,2012,37,83
sj,2012,38,77
sj,2012,39,86
sj,2012,40,98
sj,2012,41,102
sj,2012,42,107
sj,2012,43,85
sj,2012,44,88
sj,2012,45,133
sj,2012,46,94
sj,2012,47,67
sj,2012,48,92
sj,2012,49,76
sj,2012,50,65
sj,2012,51,59
sj,2013,1,43
sj,2013,2,45
sj,2013,3,38
sj,2013,4,41
sj,2013,5,23
sj,2013,6,39
sj,2013,7,18
sj,2013,8,33
sj,2013,9,33
sj,2013,10,30
sj,2013,11,29
sj,2013,12,27
sj,2013,13,26
sj,2013,14,27
sj,2013,15,38
sj,2013,16,35
sj,2013,17,29
iq,2010,26,5
iq,2010,27,3
iq,2010,28,5
iq,2010,29,31
iq,2010,30,4
iq,2010,31,4
iq,2010,32,5
iq,2010,33,6
iq,2010,34,2
iq,2010,35,3
iq,2010,36,5
iq,2010,37,5
iq,2010,38,4
iq,2010,39,8
iq,2010,40,26
iq,2010,41,5
iq,2010,42,12
iq,2010,43,45
iq,2010,44,6
iq,2010,45,8
iq,2010,46,10
iq,2010,47,10
iq,2010,48,8
iq,2010,49,8
iq,2010,50,13
iq,2010,51,14
iq,2011,52,23
iq,2011,1,15
iq,2011,2,18
iq,2011,3,17
iq,2011,4,17
iq,2011,5,22
iq,2011,6,19
iq,2011,7,14
iq,2011,8,16
iq,2011,9,11
iq,2011,10,8
iq,2011,11,6
iq,2011,12,7
iq,2011,13,11
iq,2011,14,4
iq,2011,15,6
iq,2011,16,6
iq,2011,17,5
iq,2011,18,3
iq,2011,19,5
iq,2011,20,2
iq,2011,21,5
iq,2011,22,6
iq,2011,23,8
iq,2011,24,5
iq,2011,25,5
iq,2011,26,5
iq,2011,27,5
iq,2011,28,5
iq,2011,29,4
iq,2011,30,4
iq,2011,31,6
iq,2011,32,24
iq,2011,33,4
iq,2011,34,2
iq,2011,35,4
iq,2011,36,5
iq,2011,37,6
iq,2011,38,6
iq,2011,39,14
iq,2011,40,11
iq,2011,41,9
iq,2011,42,13
iq,2011,43,11
iq,2011,44,8
iq,2011,45,13
iq,2011,46,20
iq,2011,47,10
iq,2011,48,14
iq,2011,49,16
iq,2011,50,14
iq,2011,51,18
iq,2012,52,12
iq,2012,1,18
iq,2012,2,17
iq,2012,3,18
iq,2012,4,18
iq,2012,5,20
iq,2012,6,15
iq,2012,7,13
iq,2012,8,11
iq,2012,9,11
iq,2012,10,8
iq,2012,11,6
iq,2012,12,6
iq,2012,13,7
iq,2012,14,9
iq,2012,15,4
iq,2012,16,4
iq,2012,17,6
iq,2012,18,35
iq,2012,19,5
iq,2012,20,5
iq,2012,21,5
iq,2012,22,5
iq,2012,23,6
iq,2012,24,5
iq,2012,25,4
iq,2012,26,5
iq,2012,27,4
iq,2012,28,4
iq,2012,29,7
iq,2012,30,4
iq,2012,31,13
iq,2012,32,4
iq,2012,33,13
iq,2012,34,5
iq,2012,35,6
iq,2012,36,5
iq,2012,37,3
iq,2012,38,4
iq,2012,39,8
iq,2012,40,13
iq,2012,41,15
iq,2012,42,9
iq,2012,43,11
iq,2012,44,8
iq,2012,45,14
iq,2012,46,13
iq,2012,47,13
iq,2012,48,10
iq,2012,49,13
iq,2012,50,9
iq,2012,51,34
iq,2013,1,17
iq,2013,2,19
iq,2013,3,19
iq,2013,4,17
iq,2013,5,18
iq,2013,6,12
iq,2013,7,15
iq,2013,8,12
iq,2013,9,12
iq,2013,10,8
iq,2013,11,11
iq,2013,12,11
iq,2013,13,5
iq,2013,14,4
iq,2013,15,6
iq,2013,16,4
iq,2013,17,6
iq,2013,18,5
iq,2013,19,5
iq,2013,20,5
iq,2013,21,5
iq,2013,22,5
iq,2013,23,6
iq,2013,24,4
iq,2013,25,5
iq,2013,26,3
