city,year,weekofyear,total_cases
sj,2010,41,58
sj,2010,42,49
sj,2010,43,78
sj,2010,44,41
sj,2010,45,34
sj,2010,46,27
sj,2010,47,57
sj,2010,48,36
sj,2010,49,28
sj,2010,50,34
sj,2010,51,34
sj,2011,52,39
sj,2011,1,38
sj,2011,2,48
sj,2011,3,33
sj,2011,4,30
sj,2011,5,25
sj,2011,6,21
sj,2011,7,15
sj,2011,8,17
sj,2011,9,20
sj,2011,10,17
sj,2011,11,13
sj,2011,12,18
sj,2011,13,12
sj,2011,14,17
sj,2011,15,15
sj,2011,16,33
sj,2011,17,5
sj,2011,18,5
sj,2011,19,4
sj,2011,20,23
sj,2011,21,23
sj,2011,22,10
sj,2011,23,10
sj,2011,24,125
sj,2011,25,110
sj,2011,26,131
sj,2011,27,66
sj,2011,28,66
sj,2011,29,3
sj,2011,30,166
sj,2011,31,24
sj,2011,32,104
sj,2011,33,45
sj,2011,34,146
sj,2011,35,75
sj,2011,36,37
sj,2011,37,75
sj,2011,38,28
sj,2011,39,46
sj,2011,40,32
sj,2011,41,36
sj,2011,42,39
sj,2011,43,18
sj,2011,44,34
sj,2011,45,233
sj,2011,46,38
sj,2011,47,54
sj,2011,48,39
sj,2011,49,49
sj,2011,50,56
sj,2011,51,42
sj,2012,52,73
sj,2012,1,48
sj,2012,2,34
sj,2012,3,40
sj,2012,4,34
sj,2012,5,26
sj,2012,6,20
sj,2012,7,26
sj,2012,8,17
sj,2012,9,17
sj,2012,10,20
sj,2012,11,14
sj,2012,12,8
sj,2012,13,14
sj,2012,14,17
sj,2012,15,29
sj,2012,16,13
sj,2012,17,15
sj,2012,18,24
sj,2012,19,7
sj,2012,20,16
sj,2012,21,16
sj,2012,22,25
sj,2012,23,27
sj,2012,24,12
sj,2012,25,39
sj,2012,26,31
sj,2012,27,39
sj,2012,28,9
sj,2012,29,14
sj,2012,30,76
sj,2012,31,24
sj,2012,32,50
sj,2012,33,100
sj,2012,34,37
sj,2012,35,39
sj,2012,36,91
sj,2012,37,54
sj,2012,38,47
sj,2012,39,47
sj,2012,40,57
sj,2012,41,47
sj,2012,42,115
sj,2012,43,37
sj,2012,44,72
sj,2012,45,134
sj,2012,46,91
sj,2012,47,47
sj,2012,48,66
sj,2012,49,60
sj,2012,50,50
sj,2012,51,36
sj,2013,1,51
sj,2013,2,33
sj,2013,3,45
sj,2013,4,33
sj,2013,5,25
sj,2013,6,23
sj,2013,7,18
sj,2013,8,18
sj,2013,9,17
sj,2013,10,15
sj,2013,11,23
sj,2013,12,8
sj,2013,13,9
sj,2013,14,10
sj,2013,15,21
sj,2013,16,25
sj,2013,17,13
iq,2010,26,4
iq,2010,27,3
iq,2010,28,3
iq,2010,29,11
iq,2010,30,3
iq,2010,31,4
iq,2010,32,3
iq,2010,33,2
iq,2010,34,1
iq,2010,35,6
iq,2010,36,10
iq,2010,37,4
iq,2010,38,1
iq,2010,39,5
iq,2010,40,6
iq,2010,41,3
iq,2010,42,9
iq,2010,43,7
iq,2010,44,17
iq,2010,45,3
iq,2010,46,9
iq,2010,47,11
iq,2010,48,4
iq,2010,49,2
iq,2010,50,14
iq,2010,51,13
iq,2011,52,18
iq,2011,1,10
iq,2011,2,9
iq,2011,3,9
iq,2011,4,10
iq,2011,5,12
iq,2011,6,9
iq,2011,7,8
iq,2011,8,12
iq,2011,9,5
iq,2011,10,8
iq,2011,11,7
iq,2011,12,7
iq,2011,13,7
iq,2011,14,3
iq,2011,15,7
iq,2011,16,7
iq,2011,17,4
iq,2011,18,4
iq,2011,19,3
iq,2011,20,10
iq,2011,21,3
iq,2011,22,3
iq,2011,23,-1
iq,2011,24,3
iq,2011,25,4
iq,2011,26,5
iq,2011,27,-1
iq,2011,28,2
iq,2011,29,3
iq,2011,30,3
iq,2011,31,5
iq,2011,32,5
iq,2011,33,5
iq,2011,34,0
iq,2011,35,4
iq,2011,36,4
iq,2011,37,8
iq,2011,38,6
iq,2011,39,8
iq,2011,40,15
iq,2011,41,11
iq,2011,42,7
iq,2011,43,12
iq,2011,44,7
iq,2011,45,11
iq,2011,46,14
iq,2011,47,13
iq,2011,48,14
iq,2011,49,21
iq,2011,50,19
iq,2011,51,20
iq,2012,52,10
iq,2012,1,13
iq,2012,2,9
iq,2012,3,10
iq,2012,4,10
iq,2012,5,12
iq,2012,6,7
iq,2012,7,9
iq,2012,8,7
iq,2012,9,5
iq,2012,10,6
iq,2012,11,6
iq,2012,12,3
iq,2012,13,10
iq,2012,14,3
iq,2012,15,0
iq,2012,16,2
iq,2012,17,7
iq,2012,18,6
iq,2012,19,5
iq,2012,20,4
iq,2012,21,2
iq,2012,22,3
iq,2012,23,2
iq,2012,24,4
iq,2012,25,3
iq,2012,26,2
iq,2012,27,2
iq,2012,28,2
iq,2012,29,0
iq,2012,30,5
iq,2012,31,4
iq,2012,32,3
iq,2012,33,5
iq,2012,34,6
iq,2012,35,9
iq,2012,36,10
iq,2012,37,1
iq,2012,38,4
iq,2012,39,6
iq,2012,40,14
iq,2012,41,16
iq,2012,42,7
iq,2012,43,6
iq,2012,44,7
iq,2012,45,10
iq,2012,46,14
iq,2012,47,16
iq,2012,48,17
iq,2012,49,11
iq,2012,50,12
iq,2012,51,20
iq,2013,1,12
iq,2013,2,10
iq,2013,3,17
iq,2013,4,12
iq,2013,5,23
iq,2013,6,6
iq,2013,7,7
iq,2013,8,5
iq,2013,9,9
iq,2013,10,9
iq,2013,11,8
iq,2013,12,6
iq,2013,13,5
iq,2013,14,1
iq,2013,15,4
iq,2013,16,10
iq,2013,17,6
iq,2013,18,5
iq,2013,19,6
iq,2013,20,9
iq,2013,21,2
iq,2013,22,5
iq,2013,23,4
iq,2013,24,3
iq,2013,25,4
iq,2013,26,2
