city,year,weekofyear,total_cases
sj,2011,9,22
sj,2011,10,19
sj,2011,11,18
sj,2011,12,20
sj,2011,13,18
sj,2011,14,16
sj,2011,15,37
sj,2011,16,21
sj,2011,17,16
sj,2011,18,17
sj,2011,19,15
sj,2011,20,18
sj,2011,21,21
sj,2011,22,44
sj,2011,23,23
sj,2011,24,76
sj,2011,25,84
sj,2011,26,111
sj,2011,27,66
sj,2011,28,82
sj,2011,29,62
sj,2011,30,131
sj,2011,31,62
sj,2011,32,118
sj,2011,33,85
sj,2011,34,143
sj,2011,35,58
sj,2011,36,68
sj,2011,37,65
sj,2011,38,41
sj,2011,39,83
sj,2011,40,60
sj,2011,41,66
sj,2011,42,61
sj,2011,43,67
sj,2011,44,70
sj,2011,45,42
sj,2011,46,51
sj,2011,47,28
sj,2011,48,33
sj,2011,49,21
sj,2011,50,44
sj,2011,51,10
sj,2012,52,13
sj,2012,1,35
sj,2012,2,31
sj,2012,3,32
sj,2012,4,20
sj,2012,5,27
sj,2012,6,28
sj,2012,7,22
sj,2012,8,34
sj,2012,9,21
sj,2012,10,20
sj,2012,11,19
sj,2012,12,15
sj,2012,13,16
sj,2012,14,16
sj,2012,15,13
sj,2012,16,1
sj,2012,17,17
sj,2012,18,27
sj,2012,19,2
sj,2012,20,33
sj,2012,21,21
sj,2012,22,28
sj,2012,23,59
sj,2012,24,43
sj,2012,25,68
sj,2012,26,58
sj,2012,27,68
sj,2012,28,44
sj,2012,29,58
sj,2012,30,101
sj,2012,31,70
sj,2012,32,89
sj,2012,33,62
sj,2012,34,96
sj,2012,35,54
sj,2012,36,85
sj,2012,37,55
sj,2012,38,49
sj,2012,39,62
sj,2012,40,74
sj,2012,41,68
sj,2012,42,93
sj,2012,43,70
sj,2012,44,67
sj,2012,45,72
sj,2012,46,52
sj,2012,47,52
sj,2012,48,44
sj,2012,49,30
sj,2012,50,19
sj,2012,51,25
sj,2013,1,29
sj,2013,2,32
sj,2013,3,29
sj,2013,4,30
sj,2013,5,14
sj,2013,6,25
sj,2013,7,10
sj,2013,8,21
sj,2013,9,22
sj,2013,10,18
sj,2013,11,21
sj,2013,12,17
sj,2013,13,12
sj,2013,14,18
sj,2013,15,19
sj,2013,16,22
sj,2013,17,16
iq,2010,26,5
iq,2010,27,4
iq,2010,28,7
iq,2010,29,19
iq,2010,30,4
iq,2010,31,4
iq,2010,32,4
iq,2010,33,6
iq,2010,34,-2
iq,2010,35,2
iq,2010,36,6
iq,2010,37,4
iq,2010,38,5
iq,2010,39,3
iq,2010,40,11
iq,2010,41,2
iq,2010,42,11
iq,2010,43,17
iq,2010,44,6
iq,2010,45,9
iq,2010,46,13
iq,2010,47,10
iq,2010,48,6
iq,2010,49,11
iq,2010,50,14
iq,2010,51,10
iq,2011,52,17
iq,2011,1,14
iq,2011,2,13
iq,2011,3,14
iq,2011,4,15
iq,2011,5,17
iq,2011,6,14
iq,2011,7,12
iq,2011,8,13
iq,2011,9,11
iq,2011,10,8
iq,2011,11,5
iq,2011,12,6
iq,2011,13,8
iq,2011,14,6
iq,2011,15,5
iq,2011,16,5
iq,2011,17,7
iq,2011,18,4
iq,2011,19,4
iq,2011,20,4
iq,2011,21,5
iq,2011,22,6
iq,2011,23,6
iq,2011,24,5
iq,2011,25,5
iq,2011,26,9
iq,2011,27,4
iq,2011,28,4
iq,2011,29,4
iq,2011,30,4
iq,2011,31,5
iq,2011,32,4
iq,2011,33,4
iq,2011,34,2
iq,2011,35,3
iq,2011,36,5
iq,2011,37,6
iq,2011,38,5
iq,2011,39,11
iq,2011,40,10
iq,2011,41,11
iq,2011,42,15
iq,2011,43,10
iq,2011,44,8
iq,2011,45,12
iq,2011,46,19
iq,2011,47,12
iq,2011,48,13
iq,2011,49,15
iq,2011,50,18
iq,2011,51,16
iq,2012,52,12
iq,2012,1,14
iq,2012,2,15
iq,2012,3,15
iq,2012,4,14
iq,2012,5,16
iq,2012,6,13
iq,2012,7,11
iq,2012,8,10
iq,2012,9,10
iq,2012,10,7
iq,2012,11,5
iq,2012,12,5
iq,2012,13,7
iq,2012,14,7
iq,2012,15,5
iq,2012,16,7
iq,2012,17,6
iq,2012,18,34
iq,2012,19,5
iq,2012,20,5
iq,2012,21,5
iq,2012,22,4
iq,2012,23,6
iq,2012,24,5
iq,2012,25,4
iq,2012,26,5
iq,2012,27,4
iq,2012,28,3
iq,2012,29,9
iq,2012,30,5
iq,2012,31,6
iq,2012,32,4
iq,2012,33,6
iq,2012,34,5
iq,2012,35,4
iq,2012,36,5
iq,2012,37,3
iq,2012,38,4
iq,2012,39,7
iq,2012,40,12
iq,2012,41,11
iq,2012,42,10
iq,2012,43,14
iq,2012,44,10
iq,2012,45,10
iq,2012,46,13
iq,2012,47,17
iq,2012,48,10
iq,2012,49,12
iq,2012,50,12
iq,2012,51,25
iq,2013,1,15
iq,2013,2,15
iq,2013,3,14
iq,2013,4,15
iq,2013,5,15
iq,2013,6,11
iq,2013,7,12
iq,2013,8,11
iq,2013,9,11
iq,2013,10,9
iq,2013,11,9
iq,2013,12,2
iq,2013,13,4
iq,2013,14,6
iq,2013,15,7
iq,2013,16,6
iq,2013,17,7
iq,2013,18,3
iq,2013,19,6
iq,2013,20,7
iq,2013,21,5
iq,2013,22,5
iq,2013,23,5
iq,2013,24,5
iq,2013,25,4
iq,2013,26,3
