city,year,weekofyear,total_cases
iq,2011,23,6
iq,2011,24,4
iq,2011,25,6
iq,2011,26,6
iq,2011,27,5
iq,2011,28,6
iq,2011,29,5
iq,2011,30,4
iq,2011,31,5
iq,2011,32,5
iq,2011,33,3
iq,2011,34,5
iq,2011,35,4
iq,2011,36,3
iq,2011,37,5
iq,2011,38,4
iq,2011,39,3
iq,2011,40,6
iq,2011,41,7
iq,2011,42,8
iq,2011,43,11
iq,2011,44,9
iq,2011,45,27
iq,2011,46,11
iq,2011,47,10
iq,2011,48,31
iq,2011,49,10
iq,2011,50,73
iq,2011,51,23
iq,2012,52,11
iq,2012,1,11
iq,2012,2,9
iq,2012,3,8
iq,2012,4,9
iq,2012,5,12
iq,2012,6,15
iq,2012,7,8
iq,2012,8,8
iq,2012,9,7
iq,2012,10,5
iq,2012,11,5
iq,2012,12,4
iq,2012,13,7
iq,2012,14,5
iq,2012,15,7
iq,2012,16,7
iq,2012,17,6
iq,2012,18,7
iq,2012,19,5
iq,2012,20,6
iq,2012,21,5
iq,2012,22,5
iq,2012,23,5
iq,2012,24,5
iq,2012,25,5
iq,2012,26,4
iq,2012,27,4
iq,2012,28,5
iq,2012,29,3
iq,2012,30,4
iq,2012,31,4
iq,2012,32,4
iq,2012,33,5
iq,2012,34,4
iq,2012,35,6
iq,2012,36,4
iq,2012,37,5
iq,2012,38,4
iq,2012,39,5
iq,2012,40,4
iq,2012,41,11
iq,2012,42,7
iq,2012,43,6
iq,2012,44,18
iq,2012,45,17
iq,2012,46,6
iq,2012,47,11
iq,2012,48,5
iq,2012,49,44
iq,2012,50,8
iq,2012,51,3
iq,2013,1,12
iq,2013,2,10
iq,2013,3,10
iq,2013,4,11
iq,2013,5,10
iq,2013,6,8
iq,2013,7,9
iq,2013,8,10
iq,2013,9,10
iq,2013,10,10
iq,2013,11,9
iq,2013,12,5
iq,2013,13,5
iq,2013,14,7
iq,2013,15,7
iq,2013,16,6
iq,2013,17,8
iq,2013,18,3
iq,2013,19,6
iq,2013,20,8
iq,2013,21,4
iq,2013,22,5
iq,2013,23,5
iq,2013,24,6
iq,2013,25,4
iq,2013,26,5
