city,year,weekofyear,total_cases
sj,2011,42,27
sj,2011,43,22
sj,2011,44,49
sj,2011,45,44
sj,2011,46,33
sj,2011,47,44
sj,2011,48,34
sj,2011,49,44
sj,2011,50,50
sj,2011,51,37
sj,2012,52,54
sj,2012,1,48
sj,2012,2,36
sj,2012,3,43
sj,2012,4,33
sj,2012,5,32
sj,2012,6,23
sj,2012,7,23
sj,2012,8,16
sj,2012,9,17
sj,2012,10,22
sj,2012,11,16
sj,2012,12,11
sj,2012,13,16
sj,2012,14,17
sj,2012,15,22
sj,2012,16,16
sj,2012,17,16
sj,2012,18,21
sj,2012,19,11
sj,2012,20,15
sj,2012,21,17
sj,2012,22,35
sj,2012,23,21
sj,2012,24,11
sj,2012,25,31
sj,2012,26,30
sj,2012,27,25
sj,2012,28,10
sj,2012,29,13
sj,2012,30,70
sj,2012,31,24
sj,2012,32,54
sj,2012,33,127
sj,2012,34,24
sj,2012,35,43
sj,2012,36,92
sj,2012,37,72
sj,2012,38,51
sj,2012,39,52
sj,2012,40,44
sj,2012,41,42
sj,2012,42,85
sj,2012,43,29
sj,2012,44,57
sj,2012,45,67
sj,2012,46,61
sj,2012,47,28
sj,2012,48,61
sj,2012,49,51
sj,2012,50,46
sj,2012,51,35
sj,2013,1,52
sj,2013,2,27
sj,2013,3,41
sj,2013,4,30
sj,2013,5,37
sj,2013,6,24
sj,2013,7,19
sj,2013,8,17
sj,2013,9,17
sj,2013,10,22
sj,2013,11,33
sj,2013,12,9
sj,2013,13,13
sj,2013,14,10
sj,2013,15,14
sj,2013,16,28
sj,2013,17,14
iq,2010,26,8
iq,2010,27,2
iq,2010,28,6
iq,2010,29,14
iq,2010,30,3
iq,2010,31,4
iq,2010,32,5
iq,2010,33,3
iq,2010,34,-5
iq,2010,35,8
iq,2010,36,12
iq,2010,37,6
iq,2010,38,1
iq,2010,39,9
iq,2010,40,14
iq,2010,41,4
iq,2010,42,14
iq,2010,43,8
iq,2010,44,12
iq,2010,45,3
iq,2010,46,11
iq,2010,47,9
iq,2010,48,3
iq,2010,49,3
iq,2010,50,10
iq,2010,51,10
iq,2011,52,16
iq,2011,1,11
iq,2011,2,9
iq,2011,3,9
iq,2011,4,11
iq,2011,5,7
iq,2011,6,12
iq,2011,7,9
iq,2011,8,12
iq,2011,9,8
iq,2011,10,7
iq,2011,11,10
iq,2011,12,7
iq,2011,13,10
iq,2011,14,3
iq,2011,15,6
iq,2011,16,9
iq,2011,17,4
iq,2011,18,3
iq,2011,19,4
iq,2011,20,12
iq,2011,21,4
iq,2011,22,6
iq,2011,23,1
iq,2011,24,5
iq,2011,25,4
iq,2011,26,6
iq,2011,27,2
iq,2011,28,3
iq,2011,29,3
iq,2011,30,3
iq,2011,31,7
iq,2011,32,2
iq,2011,33,3
iq,2011,34,-1
iq,2011,35,6
iq,2011,36,4
iq,2011,37,13
iq,2011,38,4
iq,2011,39,12
iq,2011,40,11
iq,2011,41,10
iq,2011,42,6
iq,2011,43,10
iq,2011,44,5
iq,2011,45,8
iq,2011,46,13
iq,2011,47,11
iq,2011,48,10
iq,2011,49,13
iq,2011,50,14
iq,2011,51,16
iq,2012,52,12
iq,2012,1,15
iq,2012,2,11
iq,2012,3,9
iq,2012,4,9
iq,2012,5,10
iq,2012,6,9
iq,2012,7,7
iq,2012,8,4
iq,2012,9,5
iq,2012,10,6
iq,2012,11,5
iq,2012,12,3
iq,2012,13,6
iq,2012,14,2
iq,2012,15,0
iq,2012,16,5
iq,2012,17,8
iq,2012,18,6
iq,2012,19,6
iq,2012,20,5
iq,2012,21,3
iq,2012,22,2
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,2
iq,2012,27,3
iq,2012,28,4
iq,2012,29,1
iq,2012,30,4
iq,2012,31,4
iq,2012,32,4
iq,2012,33,6
iq,2012,34,4
iq,2012,35,12
iq,2012,36,4
iq,2012,37,1
iq,2012,38,3
iq,2012,39,9
iq,2012,40,10
iq,2012,41,15
iq,2012,42,9
iq,2012,43,10
iq,2012,44,5
iq,2012,45,9
iq,2012,46,16
iq,2012,47,14
iq,2012,48,12
iq,2012,49,10
iq,2012,50,10
iq,2012,51,28
iq,2013,1,10
iq,2013,2,12
iq,2013,3,12
iq,2013,4,11
iq,2013,5,18
iq,2013,6,4
iq,2013,7,9
iq,2013,8,9
iq,2013,9,8
iq,2013,10,8
iq,2013,11,3
iq,2013,12,7
iq,2013,13,1
iq,2013,14,-1
iq,2013,15,4
iq,2013,16,4
iq,2013,17,5
iq,2013,18,3
iq,2013,19,7
iq,2013,20,5
iq,2013,21,3
iq,2013,22,4
iq,2013,23,3
iq,2013,24,3
iq,2013,25,3
iq,2013,26,3
