city,year,weekofyear,total_cases
sj,2011,49,74
sj,2011,50,50
sj,2011,51,35
sj,2012,52,34
sj,2012,1,42
sj,2012,2,37
sj,2012,3,35
sj,2012,4,32
sj,2012,5,32
sj,2012,6,23
sj,2012,7,23
sj,2012,8,20
sj,2012,9,17
sj,2012,10,17
sj,2012,11,13
sj,2012,12,19
sj,2012,13,14
sj,2012,14,11
sj,2012,15,11
sj,2012,16,14
sj,2012,17,12
sj,2012,18,18
sj,2012,19,13
sj,2012,20,21
sj,2012,21,12
sj,2012,22,10
sj,2012,23,14
sj,2012,24,41
sj,2012,25,47
sj,2012,26,51
sj,2012,27,40
sj,2012,28,16
sj,2012,29,25
sj,2012,30,66
sj,2012,31,38
sj,2012,32,48
sj,2012,33,106
sj,2012,34,73
sj,2012,35,32
sj,2012,36,155
sj,2012,37,179
sj,2012,38,145
sj,2012,39,154
sj,2012,40,51
sj,2012,41,83
sj,2012,42,53
sj,2012,43,46
sj,2012,44,61
sj,2012,45,80
sj,2012,46,57
sj,2012,47,43
sj,2012,48,45
sj,2012,49,44
sj,2012,50,40
sj,2012,51,44
sj,2013,1,43
sj,2013,2,41
sj,2013,3,41
sj,2013,4,36
sj,2013,5,35
sj,2013,6,23
sj,2013,7,22
sj,2013,8,21
sj,2013,9,21
sj,2013,10,28
sj,2013,11,14
sj,2013,12,13
sj,2013,13,13
sj,2013,14,10
sj,2013,15,10
sj,2013,16,16
sj,2013,17,9
iq,2010,26,9
iq,2010,27,2
iq,2010,28,6
iq,2010,29,4
iq,2010,30,1
iq,2010,31,2
iq,2010,32,5
iq,2010,33,1
iq,2010,34,1
iq,2010,35,3
iq,2010,36,3
iq,2010,37,3
iq,2010,38,6
iq,2010,39,3
iq,2010,40,10
iq,2010,41,2
iq,2010,42,13
iq,2010,43,7
iq,2010,44,6
iq,2010,45,11
iq,2010,46,5
iq,2010,47,9
iq,2010,48,21
iq,2010,49,7
iq,2010,50,17
iq,2010,51,5
iq,2011,52,9
iq,2011,1,11
iq,2011,2,7
iq,2011,3,8
iq,2011,4,4
iq,2011,5,5
iq,2011,6,9
iq,2011,7,9
iq,2011,8,9
iq,2011,9,8
iq,2011,10,8
iq,2011,11,8
iq,2011,12,11
iq,2011,13,8
iq,2011,14,8
iq,2011,15,7
iq,2011,16,7
iq,2011,17,8
iq,2011,18,8
iq,2011,19,5
iq,2011,20,7
iq,2011,21,7
iq,2011,22,6
iq,2011,23,5
iq,2011,24,2
iq,2011,25,4
iq,2011,26,2
iq,2011,27,4
iq,2011,28,1
iq,2011,29,1
iq,2011,30,1
iq,2011,31,2
iq,2011,32,1
iq,2011,33,2
iq,2011,34,3
iq,2011,35,3
iq,2011,36,2
iq,2011,37,2
iq,2011,38,2
iq,2011,39,6
iq,2011,40,2
iq,2011,41,7
iq,2011,42,10
iq,2011,43,9
iq,2011,44,8
iq,2011,45,9
iq,2011,46,9
iq,2011,47,7
iq,2011,48,7
iq,2011,49,8
iq,2011,50,10
iq,2011,51,9
iq,2012,52,8
iq,2012,1,7
iq,2012,2,8
iq,2012,3,6
iq,2012,4,2
iq,2012,5,8
iq,2012,6,11
iq,2012,7,6
iq,2012,8,5
iq,2012,9,4
iq,2012,10,7
iq,2012,11,4
iq,2012,12,1
iq,2012,13,10
iq,2012,14,7
iq,2012,15,7
iq,2012,16,10
iq,2012,17,11
iq,2012,18,9
iq,2012,19,3
iq,2012,20,12
iq,2012,21,4
iq,2012,22,4
iq,2012,23,4
iq,2012,24,5
iq,2012,25,2
iq,2012,26,1
iq,2012,27,3
iq,2012,28,2
iq,2012,29,4
iq,2012,30,4
iq,2012,31,3
iq,2012,32,2
iq,2012,33,5
iq,2012,34,1
iq,2012,35,1
iq,2012,36,2
iq,2012,37,3
iq,2012,38,3
iq,2012,39,3
iq,2012,40,3
iq,2012,41,7
iq,2012,42,5
iq,2012,43,5
iq,2012,44,10
iq,2012,45,8
iq,2012,46,8
iq,2012,47,20
iq,2012,48,6
iq,2012,49,12
iq,2012,50,7
iq,2012,51,6
iq,2013,1,10
iq,2013,2,11
iq,2013,3,11
iq,2013,4,9
iq,2013,5,38
iq,2013,6,8
iq,2013,7,8
iq,2013,8,7
iq,2013,9,10
iq,2013,10,9
iq,2013,11,13
iq,2013,12,5
iq,2013,13,7
iq,2013,14,9
iq,2013,15,7
iq,2013,16,6
iq,2013,17,10
iq,2013,18,3
iq,2013,19,7
iq,2013,20,8
iq,2013,21,4
iq,2013,22,3
iq,2013,23,4
iq,2013,24,2
iq,2013,25,5
iq,2013,26,3
