city,year,weekofyear,total_cases
iq,2011,7,9
iq,2011,8,9
iq,2011,9,10
iq,2011,10,6
iq,2011,11,6
iq,2011,12,7
iq,2011,13,7
iq,2011,14,3
iq,2011,15,6
iq,2011,16,6
iq,2011,17,5
iq,2011,18,4
iq,2011,19,3
iq,2011,20,2
iq,2011,21,4
iq,2011,22,6
iq,2011,23,2
iq,2011,24,5
iq,2011,25,3
iq,2011,26,4
iq,2011,27,2
iq,2011,28,4
iq,2011,29,3
iq,2011,30,4
iq,2011,31,5
iq,2011,32,5
iq,2011,33,3
iq,2011,34,4
iq,2011,35,3
iq,2011,36,3
iq,2011,37,8
iq,2011,38,8
iq,2011,39,19
iq,2011,40,13
iq,2011,41,11
iq,2011,42,9
iq,2011,43,14
iq,2011,44,12
iq,2011,45,12
iq,2011,46,17
iq,2011,47,12
iq,2011,48,13
iq,2011,49,15
iq,2011,50,16
iq,2011,51,14
iq,2012,52,10
iq,2012,1,16
iq,2012,2,16
iq,2012,3,14
iq,2012,4,14
iq,2012,5,16
iq,2012,6,12
iq,2012,7,8
iq,2012,8,7
iq,2012,9,7
iq,2012,10,6
iq,2012,11,5
iq,2012,12,4
iq,2012,13,4
iq,2012,14,5
iq,2012,15,4
iq,2012,16,5
iq,2012,17,11
iq,2012,18,5
iq,2012,19,4
iq,2012,20,5
iq,2012,21,2
iq,2012,22,3
iq,2012,23,2
iq,2012,24,4
iq,2012,25,4
iq,2012,26,4
iq,2012,27,3
iq,2012,28,4
iq,2012,29,6
iq,2012,30,5
iq,2012,31,6
iq,2012,32,4
iq,2012,33,5
iq,2012,34,5
iq,2012,35,6
iq,2012,36,5
iq,2012,37,2
iq,2012,38,6
iq,2012,39,7
iq,2012,40,11
iq,2012,41,16
iq,2012,42,12
iq,2012,43,13
iq,2012,44,10
iq,2012,45,14
iq,2012,46,13
iq,2012,47,21
iq,2012,48,12
iq,2012,49,13
iq,2012,50,14
iq,2012,51,14
iq,2013,1,16
iq,2013,2,13
iq,2013,3,14
iq,2013,4,14
iq,2013,5,15
iq,2013,6,7
iq,2013,7,9
iq,2013,8,9
iq,2013,9,8
iq,2013,10,6
iq,2013,11,4
iq,2013,12,8
iq,2013,13,1
iq,2013,14,4
iq,2013,15,5
iq,2013,16,17
iq,2013,17,6
iq,2013,18,4
iq,2013,19,4
iq,2013,20,7
iq,2013,21,4
iq,2013,22,5
iq,2013,23,4
iq,2013,24,3
iq,2013,25,3
iq,2013,26,2
